"","id","age","workclass","fnlwgt","education","education.num","marital.status","occupation","relationship","race","sex","hours.per.week","native.country","salary","age_cat"
"25782",25782,27,"Private",142075,"Some-college",10,"Not-Married","Service","Own-child","White","Male",24," United-States",0,"cat_2"
"25783",25783,35,"Private",454843,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"25784",25784,19,"Private",142219,"Some-college",10,"Not-Married","Admin","Own-child","White","Female",30," United-States",0,"cat_1"
"25785",25785,36,"Private",112512,"12th",8,"Not-Married","Service","Unmarried","White","Female",40," Mexico",0,"cat_3"
"25786",25786,43,"Private",212894,"Bachelors",13,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_3"
"25787",25787,62,"Other-Govt",265201,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Male",40," United-States",0,"cat_4"
"25788",25788,28,"Private",251905,"Prof-school",15,"Not-Married","Professional","Not-in-family","White","Male",40," Canada",0,"cat_2"
"25789",25789,18,"Private",170627,"11th",7,"Not-Married","Service","Own-child","White","Female",15," United-States",0,"cat_1"
"25790",25790,59,"Private",354037,"Prof-school",15,"Married","Blue-Collar","Husband","Black","Male",50," United-States",1,"cat_4"
"25791",25791,37,"Private",259089,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"25792",25792,27,"Private",21856,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","Black","Male",40," United-States",0,"cat_2"
"25793",25793,46,"Other-Govt",207946,"Masters",14,"Not-Married","Professional","Unmarried","White","Female",43," United-States",0,"cat_4"
"25794",25794,29,"Private",77009,"11th",7,"Not-Married","Sales","Not-in-family","White","Female",42," United-States",0,"cat_2"
"25795",25795,33,"Private",36539,"Bachelors",13,"Married","White-Collar","Wife","White","Female",40," United-States",1,"cat_2"
"25796",25796,62,"Private",176811,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"25797",25797,46,"Private",456062,"Doctorate",16,"Married","Professional","Husband","White","Male",55," United-States",1,"cat_4"
"25798",25798,28,"Private",277746,"10th",6,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"25799",25799,22,"Private",288132,"Some-college",10,"Not-Married","Sales","Own-child","White","Female",35," United-States",0,"cat_2"
"25800",25800,46,"Federal-Govt",344415,"Masters",14,"Married","Military","Husband","White","Male",40," United-States",1,"cat_4"
"25801",25801,54,"Self-Employed",206964,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_4"
"25802",25802,34,"Private",198091,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",72," United-States",0,"cat_2"
"25804",25804,62,"Private",588484,"Bachelors",13,"Married","Sales","Husband","White","Male",20," United-States",1,"cat_4"
"25805",25805,30,"Private",113364,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," Poland",0,"cat_2"
"25806",25806,19,"Private",270551,"HS-grad",9,"Not-Married","Service","Own-child","White","Male",20," United-States",0,"cat_1"
"25808",25808,27,"Private",190525,"Assoc-voc",11,"Not-Married","Blue-Collar","Unmarried","White","Male",45," United-States",0,"cat_2"
"25809",25809,36,"Private",153066,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",50," United-States",1,"cat_3"
"25810",25810,52,"Private",150393,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"25811",25811,47,"Private",99911,"12th",8,"Not-Married","White-Collar","Not-in-family","White","Female",55," United-States",0,"cat_4"
"25812",25812,57,"Other-Govt",343447,"HS-grad",9,"Not-Married","Other-Occupations","Not-in-family","White","Female",40," United-States",0,"cat_4"
"25813",25813,64,"Private",169482,"Some-college",10,"Not-Married","White-Collar","Unmarried","White","Female",40," United-States",0,"cat_4"
"25815",25815,53,"Private",194501,"11th",7,"Widowed","Service","Own-child","White","Female",47," United-States",0,"cat_4"
"25816",25816,53,"Private",177705,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",44," United-States",1,"cat_4"
"25817",25817,31,"Private",123983,"Some-college",10,"Not-Married","Sales","Unmarried","Asian-Pac-Islander","Male",40," South",0,"cat_2"
"25818",25818,41,"Private",138975,"Bachelors",13,"Married","White-Collar","Husband","White","Male",45," United-States",1,"cat_3"
"25819",25819,45,"Other-Govt",235431,"HS-grad",9,"Not-Married","Service","Unmarried","Black","Female",40," United-States",0,"cat_3"
"25821",25821,45,"Other-Govt",130206,"HS-grad",9,"Not-Married","Admin","Other-relative","White","Female",40," United-States",0,"cat_3"
"25822",25822,23,"Private",210053,"Some-college",10,"Not-Married","Service","Not-in-family","White","Female",28," United-States",0,"cat_2"
"25823",25823,39,"Other-Govt",249392,"Masters",14,"Married","Professional","Husband","White","Male",72," United-States",0,"cat_3"
"25824",25824,31,"Private",87418,"Assoc-voc",11,"Married","White-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"25825",25825,35,"Self-Employed",190387,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_3"
"25826",25826,54,"Private",176240,"Masters",14,"Married","Blue-Collar","Husband","White","Male",60," United-States",1,"cat_4"
"25828",25828,40,"Other-Govt",105862,"Bachelors",13,"Not-Married","Professional","Unmarried","White","Female",40," United-States",0,"cat_3"
"25829",25829,55,"Self-Employed",185195,"Bachelors",13,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"25830",25830,31,"Private",173495,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"25831",25831,58,"Self-Employed",78634,"11th",7,"Married","Blue-Collar","Husband","White","Male",60," United-States",0,"cat_4"
"25832",25832,31,"Private",147284,"Doctorate",16,"Married","Professional","Husband","White","Male",99," United-States",1,"cat_2"
"25833",25833,46,"Self-Employed",82572,"HS-grad",9,"Widowed","Service","Other-relative","White","Female",40," United-States",0,"cat_4"
"25834",25834,38,"Private",154641,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"25835",25835,22,"Other-Govt",39236,"Some-college",10,"Not-Married","Professional","Own-child","White","Female",25," United-States",0,"cat_2"
"25837",25837,48,"Self-Employed",179337,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",60," England",0,"cat_4"
"25838",25838,73,"Private",173047,"Bachelors",13,"Married","Professional","Husband","White","Male",15," United-States",0,"cat_5"
"25839",25839,25,"Private",264012,"Bachelors",13,"Married","Admin","Husband","White","Male",45," United-States",1,"cat_2"
"25840",25840,53,"Federal-Govt",227836,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_4"
"25841",25841,46,"Private",321327,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",45," United-States",1,"cat_4"
"25842",25842,45,"Self-Employed",108100,"Bachelors",13,"Married","White-Collar","Wife","Asian-Pac-Islander","Female",25," ?",1,"cat_3"
"25843",25843,37,"Private",146398,"Bachelors",13,"Not-Married","Professional","Not-in-family","Black","Female",40," United-States",0,"cat_3"
"25844",25844,30,"Private",324120,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_2"
"25845",25845,29,"Private",367329,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"25846",25846,29,"Other-Govt",301582,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",40," United-States",0,"cat_2"
"25848",25848,58,"Private",170108,"Masters",14,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"25849",25849,42,"Self-Employed",82297,"7th-8th",4,"Married","Service","Wife","Black","Female",50," United-States",0,"cat_3"
"25850",25850,62,"Other-Govt",180162,"9th",5,"Not-Married","Other-Occupations","Not-in-family","Black","Male",24," United-States",0,"cat_4"
"25851",25851,45,"Other-Govt",348172,"Bachelors",13,"Married","Blue-Collar","Husband","Asian-Pac-Islander","Male",40," United-States",1,"cat_3"
"25852",25852,38,"Private",809585,"Bachelors",13,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_3"
"25853",25853,36,"Self-Employed",67728,"Bachelors",13,"Married","Sales","Husband","White","Male",50," United-States",1,"cat_3"
"25855",25855,42,"Self-Employed",102069,"7th-8th",4,"Married","Sales","Husband","White","Male",30," United-States",0,"cat_3"
"25856",25856,47,"Other-Govt",149700,"Masters",14,"Married","Professional","Husband","White","Male",35," United-States",1,"cat_4"
"25857",25857,42,"Self-Employed",109273,"Some-college",10,"Not-Married","Blue-Collar","Unmarried","White","Male",40," United-States",0,"cat_3"
"25858",25858,43,"Private",393354,"Some-college",10,"Married","Admin","Wife","Black","Female",38," United-States",1,"cat_3"
"25859",25859,37,"Private",226947,"Assoc-voc",11,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"25860",25860,36,"Other-Govt",86805,"Some-college",10,"Married","White-Collar","Wife","White","Female",39," United-States",1,"cat_3"
"25861",25861,27,"Private",493689,"Bachelors",13,"Not-Married","Other-Occupations","Not-in-family","Black","Female",40," France",0,"cat_2"
"25862",25862,54,"Private",299324,"5th-6th",3,"Not-Married","Blue-Collar","Unmarried","White","Male",40," Mexico",0,"cat_4"
"25863",25863,48,"Self-Employed",353012,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"25864",25864,29,"Private",174419,"HS-grad",9,"Not-Married","Service","Unmarried","White","Female",30," United-States",0,"cat_2"
"25865",25865,29,"Private",209472,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",38," United-States",0,"cat_2"
"25866",25866,37,"Private",295127,"Some-college",10,"Not-Married","Service","Not-in-family","White","Male",47," United-States",0,"cat_3"
"25867",25867,55,"Self-Employed",182273,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_4"
"25868",25868,67,"Private",228200,"HS-grad",9,"Married","Service","Wife","Black","Female",20," United-States",0,"cat_5"
"25869",25869,51,"Private",263836,"HS-grad",9,"Widowed","Blue-Collar","Not-in-family","White","Male",30," United-States",0,"cat_4"
"25870",25870,35,"Private",178948,"Masters",14,"Not-Married","Professional","Unmarried","White","Female",32," United-States",0,"cat_3"
"25871",25871,41,"Private",43945,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",40," ?",0,"cat_3"
"25872",25872,64,"Self-Employed",253296,"HS-grad",9,"Widowed","Service","Other-relative","White","Female",40," United-States",0,"cat_4"
"25873",25873,23,"Private",240137,"5th-6th",3,"Not-Married","Blue-Collar","Not-in-family","White","Male",55," Mexico",0,"cat_2"
"25874",25874,49,"Private",24712,"Bachelors",13,"Not-Married","Service","Not-in-family","Asian-Pac-Islander","Female",35," Philippines",0,"cat_4"
"25875",25875,38,"Self-Employed",342635,"Bachelors",13,"Married","Professional","Husband","White","Male",70," United-States",0,"cat_3"
"25876",25876,62,"Private",115387,"HS-grad",9,"Not-Married","Blue-Collar","Other-relative","Black","Female",40," United-States",0,"cat_4"
"25877",25877,62,"Self-Employed",182998,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",10," United-States",0,"cat_4"
"25879",25879,45,"Self-Employed",246891,"Masters",14,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"25880",25880,20,"Private",30035,"Assoc-acdm",12,"Not-Married","Sales","Own-child","White","Female",40," United-States",0,"cat_1"
"25881",25881,38,"Private",175232,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",48," United-States",0,"cat_3"
"25882",25882,50,"Self-Employed",140516,"Bachelors",13,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_4"
"25883",25883,40,"Private",64980,"Some-college",10,"Married","Admin","Husband","Black","Male",55," United-States",1,"cat_3"
"25884",25884,30,"Private",155781,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",70," United-States",0,"cat_2"
"25885",25885,52,"Federal-Govt",192065,"Some-college",10,"Not-Married","White-Collar","Not-in-family","White","Female",40," United-States",0,"cat_4"
"25886",25886,28,"Self-Employed",227890,"Bachelors",13,"Not-Married","Professional","Not-in-family","Black","Male",50," United-States",1,"cat_2"
"25887",25887,62,"Self-Employed",162249,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",30," United-States",0,"cat_4"
"25888",25888,31,"Private",165949,"HS-grad",9,"Not-Married","Service","Unmarried","White","Female",40," United-States",0,"cat_2"
"25889",25889,40,"Private",445382,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_3"
"25890",25890,34,"Private",211948,"HS-grad",9,"Not-Married","Sales","Not-in-family","White","Female",40," United-States",0,"cat_2"
"25891",25891,53,"Private",163678,"Some-college",10,"Married","Sales","Husband","White","Male",40," United-States",1,"cat_4"
"25892",25892,42,"Private",89413,"12th",8,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_3"
"25893",25893,26,"Private",289700,"Some-college",10,"Married","Service","Husband","White","Male",25," United-States",0,"cat_2"
"25894",25894,51,"Private",163826,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_4"
"25895",25895,49,"Private",185385,"Masters",14,"Married","Professional","Husband","White","Male",50," United-States",1,"cat_4"
"25896",25896,43,"Private",169031,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"25897",25897,42,"Private",54611,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_3"
"25898",25898,31,"Private",130620,"11th",7,"Not-Married","Sales","Own-child","Asian-Pac-Islander","Female",40," India",0,"cat_2"
"25899",25899,26,"Private",328663,"HS-grad",9,"Married","Blue-Collar","Husband","Other","Male",40," United-States",0,"cat_2"
"25900",25900,50,"Private",169646,"Bachelors",13,"Not-Married","Professional","Unmarried","Asian-Pac-Islander","Female",40," Philippines",0,"cat_4"
"25901",25901,35,"Private",186815,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"25902",25902,37,"Private",103925,"Some-college",10,"Not-Married","Other-Occupations","Other-relative","White","Female",40," United-States",0,"cat_3"
"25904",25904,20,"Private",82777,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",16," United-States",0,"cat_1"
"25905",25905,31,"Other-Govt",178449,"Prof-school",15,"Married","Professional","Husband","White","Male",40," United-States",1,"cat_2"
"25906",25906,28,"Private",51672,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",35," United-States",0,"cat_2"
"25907",25907,46,"Private",380162,"HS-grad",9,"Married","Other-Occupations","Husband","Black","Male",40," United-States",1,"cat_4"
"25908",25908,21,"Private",212114,"Some-college",10,"Not-Married","Professional","Own-child","White","Female",8," United-States",0,"cat_2"
"25909",25909,41,"Self-Employed",100800,"Masters",14,"Married","White-Collar","Husband","White","Male",70," United-States",1,"cat_3"
"25910",25910,30,"Private",162572,"Bachelors",13,"Not-Married","White-Collar","Not-in-family","White","Male",70," United-States",1,"cat_2"
"25911",25911,66,"Self-Employed",179951,"Bachelors",13,"Married","White-Collar","Husband","White","Male",70," United-States",0,"cat_5"
"25912",25912,37,"Self-Employed",190759,"Some-college",10,"Married","Sales","Husband","White","Male",60," United-States",1,"cat_3"
"25913",25913,74,"Other-Govt",236012,"7th-8th",4,"Widowed","Blue-Collar","Not-in-family","White","Female",20," United-States",0,"cat_5"
"25914",25914,46,"Other-Govt",164023,"Some-college",10,"Married","Other-Occupations","Husband","Black","Male",70," United-States",1,"cat_4"
"25915",25915,51,"Private",172046,"Masters",14,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_4"
"25916",25916,33,"Private",182926,"Bachelors",13,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_2"
"25917",25917,30,"Private",151001,"5th-6th",3,"Married","Blue-Collar","Husband","White","Male",40," Mexico",0,"cat_2"
"25918",25918,47,"Self-Employed",362835,"Bachelors",13,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_4"
"25919",25919,49,"Private",97883,"Bachelors",13,"Not-Married","White-Collar","Unmarried","White","Female",40," United-States",0,"cat_4"
"25920",25920,53,"Private",91911,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","Black","Female",48," United-States",0,"cat_4"
"25921",25921,24,"Private",278130,"Assoc-voc",11,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"25922",25922,54,"Private",146310,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",50," United-States",0,"cat_4"
"25923",25923,32,"Private",379412,"Some-college",10,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"25924",25924,45,"Private",37987,"Some-college",10,"Married","Sales","Husband","White","Male",45," United-States",0,"cat_3"
"25925",25925,46,"Self-Employed",256909,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",45," United-States",0,"cat_4"
"25926",25926,37,"Other-Govt",482927,"Some-college",10,"Not-Married","Service","Not-in-family","White","Male",65," United-States",0,"cat_3"
"25927",25927,48,"Other-Govt",44434,"Masters",14,"Married","Professional","Husband","White","Male",61," United-States",1,"cat_4"
"25928",25928,25,"Private",255474,"Bachelors",13,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_2"
"25932",25932,27,"Private",341504,"Some-college",10,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_2"
"25933",25933,69,"Private",197080,"HS-grad",9,"Widowed","Admin","Unmarried","White","Male",8," United-States",0,"cat_5"
"25934",25934,38,"Private",102945,"Bachelors",13,"Married","Sales","Husband","White","Male",52," United-States",1,"cat_3"
"25935",25935,47,"Private",503454,"12th",8,"Not-Married","Admin","Other-relative","Black","Female",40," United-States",0,"cat_4"
"25936",25936,30,"Self-Employed",87561,"Some-college",10,"Not-Married","Admin","Not-in-family","White","Female",60," United-States",0,"cat_2"
"25937",25937,46,"Private",270693,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",30," United-States",0,"cat_4"
"25938",25938,27,"Private",252813,"Prof-school",15,"Not-Married","Professional","Not-in-family","White","Female",45," United-States",0,"cat_2"
"25939",25939,19,"Private",574271,"Some-college",10,"Not-Married","Sales","Own-child","White","Male",35," United-States",0,"cat_1"
"25940",25940,18,"Private",184016,"HS-grad",9,"Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_1"
"25941",25941,24,"Private",235071,"11th",7,"Married","Blue-Collar","Husband","White","Male",50," United-States",1,"cat_2"
"25942",25942,32,"Private",158242,"Bachelors",13,"Not-Married","Professional","Not-in-family","White","Female",40," United-States",0,"cat_2"
"25943",25943,38,"Private",299810,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_3"
"25944",25944,19,"Private",277695,"Preschool",1,"Not-Married","Blue-Collar","Not-in-family","White","Male",36," Hong",0,"cat_1"
"25945",25945,28,"Private",23324,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"25946",25946,39,"Other-Govt",316582,"Masters",14,"Not-Married","Professional","Not-in-family","White","Female",55," United-States",0,"cat_3"
"25947",25947,38,"Self-Employed",176657,"Some-college",10,"Not-Married","Sales","Not-in-family","Asian-Pac-Islander","Male",60," Japan",0,"cat_3"
"25948",25948,42,"Private",93770,"HS-grad",9,"Married","Blue-Collar","Wife","White","Female",40," United-States",1,"cat_3"
"25949",25949,31,"Private",124569,"Some-college",10,"Married","Admin","Wife","White","Female",40," United-States",1,"cat_2"
"25950",25950,46,"Private",117313,"9th",5,"Not-Married","Blue-Collar","Not-in-family","White","Female",40," Ireland",0,"cat_4"
"25951",25951,53,"Private",53812,"Some-college",10,"Widowed","White-Collar","Not-in-family","White","Female",54," United-States",0,"cat_4"
"25952",25952,21,"Private",170456,"Assoc-acdm",12,"Not-Married","Blue-Collar","Own-child","White","Male",15," United-States",0,"cat_2"
"25953",25953,48,"Self-Employed",115971,"HS-grad",9,"Married","Sales","Husband","White","Male",50," United-States",0,"cat_4"
"25954",25954,46,"Private",31432,"HS-grad",9,"Married","Admin","Wife","White","Female",52," United-States",1,"cat_4"
"25955",25955,30,"Private",112383,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",45," United-States",0,"cat_2"
"25956",25956,24,"Private",283092,"HS-grad",9,"Not-Married","Admin","Other-relative","Black","Male",40," Jamaica",0,"cat_2"
"25957",25957,32,"Private",27207,"10th",6,"Not-Married","Blue-Collar","Not-in-family","White","Male",50," United-States",0,"cat_2"
"25958",25958,30,"Private",46712,"HS-grad",9,"Not-Married","Service","Not-in-family","White","Female",40," United-States",0,"cat_2"
"25959",25959,57,"Other-Govt",19520,"Doctorate",16,"Not-Married","Professional","Unmarried","White","Female",50," United-States",0,"cat_4"
"25960",25960,56,"Private",98630,"7th-8th",4,"Not-Married","Admin","Not-in-family","White","Male",40," United-States",0,"cat_4"
"25961",25961,27,"Private",159897,"HS-grad",9,"Not-Married","White-Collar","Not-in-family","Black","Female",37," United-States",0,"cat_2"
"25962",25962,38,"Private",136629,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",40," Iran",0,"cat_3"
"25963",25963,19,"Private",407759,"HS-grad",9,"Not-Married","Admin","Own-child","White","Male",40," United-States",0,"cat_1"
"25964",25964,61,"Self-Employed",221884,"Some-college",10,"Married","Admin","Husband","White","Male",50," United-States",1,"cat_4"
"25965",25965,49,"Private",148475,"Assoc-voc",11,"Not-Married","Other-Occupations","Unmarried","White","Female",40," United-States",0,"cat_4"
"25966",25966,28,"Private",274964,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",38," United-States",0,"cat_2"
"25967",25967,50,"Self-Employed",160107,"Masters",14,"Married","Professional","Husband","White","Male",55," United-States",1,"cat_4"
"25968",25968,43,"Private",167265,"Bachelors",13,"Married","Blue-Collar","Husband","White","Male",84," United-States",1,"cat_3"
"25969",25969,34,"Private",148226,"HS-grad",9,"Not-Married","Blue-Collar","Unmarried","Black","Female",48," United-States",0,"cat_2"
"25970",25970,28,"Private",153869,"11th",7,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"25971",25971,31,"Private",208881,"Some-college",10,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_2"
"25972",25972,55,"Private",256953,"HS-grad",9,"Widowed","Blue-Collar","Unmarried","Black","Female",44," United-States",0,"cat_4"
"25973",25973,26,"Private",100147,"Bachelors",13,"Married","White-Collar","Wife","White","Female",45," United-States",1,"cat_2"
"25974",25974,51,"Other-Govt",166461,"Doctorate",16,"Married","Professional","Wife","Black","Female",40," United-States",1,"cat_4"
"25975",25975,35,"Private",171327,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_3"
"25976",25976,42,"Private",297335,"Assoc-acdm",12,"Not-Married","White-Collar","Unmarried","Asian-Pac-Islander","Female",31," Laos",0,"cat_3"
"25978",25978,31,"Private",169589,"Masters",14,"Not-Married","Professional","Not-in-family","White","Male",30," United-States",0,"cat_2"
"25979",25979,22,"Other-Govt",273734,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",20," United-States",0,"cat_2"
"25980",25980,67,"Private",158301,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",60," United-States",0,"cat_5"
"25982",25982,63,"Private",196725,"HS-grad",9,"Widowed","Service","Unmarried","White","Female",24," United-States",0,"cat_4"
"25983",25983,31,"Private",137444,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",1,"cat_2"
"25984",25984,17,"Private",286960,"11th",7,"Not-Married","Professional","Own-child","White","Male",40," United-States",0,"cat_1"
"25985",25985,41,"Other-Govt",201435,"HS-grad",9,"Married","Blue-Collar","Husband","Black","Male",40," United-States",0,"cat_3"
"25986",25986,53,"Other-Govt",216931,"7th-8th",4,"Married","Blue-Collar","Husband","White","Male",38," United-States",0,"cat_4"
"25987",25987,44,"Other-Govt",212665,"Some-college",10,"Married","Other-Occupations","Husband","Black","Male",99," United-States",0,"cat_3"
"25988",25988,24,"Private",462820,"Bachelors",13,"Not-Married","Blue-Collar","Not-in-family","White","Male",40," United-States",0,"cat_2"
"25989",25989,35,"Private",198841,"Assoc-voc",11,"Not-Married","Other-Occupations","Own-child","White","Male",35," United-States",0,"cat_3"
"25990",25990,61,"Private",219886,"Some-college",10,"Married","Other-Occupations","Wife","White","Female",40," United-States",1,"cat_4"
"25991",25991,31,"Private",163003,"Assoc-acdm",12,"Not-Married","Professional","Other-relative","Asian-Pac-Islander","Female",40," Philippines",0,"cat_2"
"25992",25992,44,"Private",112262,"Bachelors",13,"Married","Other-Occupations","Husband","White","Male",40," United-States",1,"cat_3"
"25993",25993,56,"Private",213105,"HS-grad",9,"Married","Sales","Husband","White","Male",36," United-States",1,"cat_4"
"25994",25994,66,"Private",302072,"Assoc-acdm",12,"Not-Married","Admin","Unmarried","White","Female",40," United-States",0,"cat_5"
"25995",25995,45,"Private",338105,"Some-college",10,"Married","Blue-Collar","Husband","Asian-Pac-Islander","Male",40," Vietnam",0,"cat_3"
"25996",25996,69,"Self-Employed",58213,"Bachelors",13,"Married","Professional","Husband","White","Male",45," United-States",1,"cat_5"
"25997",25997,64,"Private",125684,"HS-grad",9,"Married","Blue-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"25998",25998,38,"Private",215419,"HS-grad",9,"Married","Admin","Wife","White","Female",36," United-States",1,"cat_3"
"25999",25999,43,"Other-Govt",413760,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","Black","Male",40," United-States",0,"cat_3"
"26000",26000,37,"Private",205339,"HS-grad",9,"Not-Married","Blue-Collar","Not-in-family","White","Male",49," United-States",0,"cat_3"
"26001",26001,19,"Private",236570,"HS-grad",9,"Not-Married","Admin","Own-child","White","Female",16," United-States",0,"cat_1"
"26002",26002,59,"Self-Employed",247552,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",0,"cat_4"
"26003",26003,50,"Federal-Govt",184007,"Some-college",10,"Married","Admin","Husband","White","Male",40," United-States",0,"cat_4"
"26004",26004,33,"Private",341187,"Bachelors",13,"Married","White-Collar","Husband","White","Male",50," United-States",1,"cat_2"
"26005",26005,56,"Private",220187,"Some-college",10,"Married","Other-Occupations","Husband","White","Male",45," United-States",1,"cat_4"
"26006",26006,28,"Private",198258,"Assoc-voc",11,"Married","Sales","Husband","White","Male",40," United-States",0,"cat_2"
"26007",26007,27,"Private",175821,"HS-grad",9,"Married","Admin","Wife","White","Female",34," United-States",0,"cat_2"
"26008",26008,42,"Private",92288,"Masters",14,"Married","Sales","Husband","Asian-Pac-Islander","Male",40," ?",0,"cat_3"
"26009",26009,34,"Private",261418,"HS-grad",9,"Married","Service","Husband","White","Male",40," United-States",0,"cat_2"
"26010",26010,19,"Private",203319,"11th",7,"Not-Married","Sales","Own-child","White","Male",30," United-States",0,"cat_1"
"26011",26011,68,"Self-Employed",166083,"HS-grad",9,"Married","White-Collar","Husband","White","Male",40," United-States",1,"cat_5"
"26012",26012,28,"Private",109001,"Masters",14,"Married","Professional","Husband","White","Male",38," United-States",1,"cat_2"
"26014",26014,22,"Self-Employed",197387,"HS-grad",9,"Not-Married","Blue-Collar","Own-child","White","Male",40," United-States",0,"cat_2"
"26015",26015,58,"Private",284834,"Assoc-acdm",12,"Not-Married","Admin","Not-in-family","White","Female",40," United-States",0,"cat_4"
"26016",26016,31,"Private",87535,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Female",25," United-States",0,"cat_2"
"26017",26017,17,"Other-Govt",175587,"11th",7,"Not-Married","Other-Occupations","Own-child","White","Male",30," United-States",0,"cat_1"
"26018",26018,25,"Private",242700,"Some-college",10,"Not-Married","Blue-Collar","Not-in-family","White","Male",50," United-States",1,"cat_2"
"26019",26019,23,"Private",161478,"Some-college",10,"Not-Married","Service","Own-child","Asian-Pac-Islander","Female",23," United-States",0,"cat_2"
